姓名,手机,年龄
周庭玮,18571200411,26
段希柏,15318068678,18
赖采绿,15649698502,18
李正元,15132637146,27
林义心,15697528232,23
黄维峰,15273218009,25
赖一妹,13414119959,20
刘育紫,18971614416,26
孙琳莲,13937509394,23
蔡依洁,15369925931,25
张珊云,13720279838,25
叶易霞,15739887786,19
白子蓉,15569906431,26
张祥蕙,13277825732,19
张明璇,15286176157,21
谢乃文,18966621871,29
刘菁一,18863968088,19
杨佳莹,15172563488,25
杨淑治,13984919207,27
钱燕良,13544086730,27
姜贤喜,18774943392,21
张泓木,18740333715,26
张欣桦,13449458761,29
简登妃,15244472573,19
陈景恭,18857654302,21
赖燕琪,13452202548,21
杨丽英,15806983713,26
王雅奇,13963074394,28
郑添中,13136950284,24
陈珮吉,13112578032,26
傅紫玲,15597301942,25
李百海,18875736037,19
杨轩豪,15756743152,23
林玮玲,13382447097,21
袁敬舜,13545716008,18
苏妤男,13832935231,25
林俊安,15723128963,28
杨家祥,15147429464,20
黄馨慧,13771974862,20
徐诗麟,18686596089,23
温政达,15637072194,21
王怡珮,15878446231,27
涂芳坤,13287604552,29
陈秉莹,13891417033,29
李彦男,15185084861,18
陈佳儒,15547585959,27
张玉松,15674229250,21
高涵中,18902380390,29
吴裕美,18948110360,20
李丰荣,15192816974,25
李建铭,15364300490,21
黄惠珊,13458581509,22
黄冠桂,15321921149,25
陈明宜,18508430065,25
李珮华,13415700395,18
李俊花,18542073310,19
张玉凤,15104595244,28
黄俊坤,13723415574,19
谢凤泰,13640261363,28
暴琪娟,13349291685,27
林子欣,15711658515,21
郭华卿,15847139554,21
王政宪,18865648942,25
李怡圣,15848970430,24
杜鸿儒,13453957652,28
简景恩,15984267421,22
蔡政妃,13512584135,18
陈家伟,15105504585,29
郭志宇,18602577764,26
张嘉绍,18723195387,19
刘晓恭,18727135831,25
陈如筠,18583749519,21
谢景蓁,15682103200,24
林郁文,18527933523,26
许韵福,18536727530,25
袁冠廷,15635984956,22
叶淑娟,15649265663,18
黄淑琴,13926365722,20
杨智钧,13293630827,27
陈慧德,18848937481,27
张善水,18553256568,26
林玮华,13576948130,24
陈嘉亚,13124756108,27
何浩诚,13500862572,21
张健铭,18943375854,19
郑家铭,18902659977,27
陈秀玲,13615576334,28
毕俊尧,18830128996,21
李尧佳,15651935871,27
赖振玮,18720919743,19
詹威如,15144300277,29
郑淑威,18543938520,24
陈盈妃,18831665266,28
寇慧萍,15228068355,25
徐姿妤,13974115601,21
冯紫儒,13310396362,20
曹欣怡,13381033197,21
毛萱豪,13751674171,26
夏又娇,13431605728,21
杨惠昌,15994133019,29
黄柏亚,15311696658,20
王彦志,15808868102,26
艾旺骏,15536910614,29
陈伟铭,18816785581,19
冯欢秋,15585742251,29
林信旭,13603354056,20
家惠君,15215922661,29
吴慧发,15115818639,24
王慧玲,13993714353,21
黄彦仲,18646824777,27
郑佳秀,18526079807,24
吴淑芳,15661756610,18
邱建宏,15215849598,18
蔡佩裕,13511521133,24
林丽维,18957205406,25
李希名,13803074981,26
赵佩玲,13909315441,29
冯怡君,13902136125,24
林承龙,13689881869,20
吕天茹,15540241869,20
蔡佩珊,15927743190,20
黄雅博,18501084584,20
李柏惟,13712329811,23
陈宥峰,15172446816,29
毛成坚,18780563990,24
刘家友,13370295377,18
王君琬,13205698429,24
许丽华,18815190889,23
崔凤宜,13762054792,28
张雅筑,13649786241,26
蔡明宏,15390710966,26
苏金梅,18861652938,24
金喜火,15500894971,19
陈嘉慧,18943529771,22
吴家佑,18835080792,25
林升军,13158744085,19
黄俊倩,13254536004,25
孙坚政,13101811863,19
沈美玉,18615472242,23
陈幼雪,15985207025,20
陈凯正,13621243075,29
王俞吟,15170782526,18
李佑郁,15324832874,26
刘淑美,18543042108,19
萧志成,15809296664,23
王嘉文,13976708427,27
黄昱宁,13184600347,18
李政霞,18736807971,27
黄志雄,13418438199,18
郑彦智,18934601367,29
杜志伟,13444224227,24
杨佳舜,18565823460,21
刘美玲,13588917214,21
林合羽,13768994172,24
林与伟,13344126188,25
郑俊成,13229331335,26
赖志文,13450340059,21
张昆苹,15151411088,28
袁承翰,18706200396,24
赵家玮,13909805581,24
张茂峰,13131534843,26
张婉如,13522769454,19
李雅婷,15933499212,29
黄秀辉,13865640938,27
林雅茹,18840257636,29
张怡伶,18606608287,20
陈淑琴,15251651251,28
张淑伦,15712212000,18
袁宗翰,18660753483,25
谢奕妹,15532587531,22
蒋世昌,13431148470,24
余纬绮,15131954151,20
陈珍舜,15254480268,23
李佳蓉,15150079496,25
谢婉婷,13374949922,19
洪儒云,15530282997,18
刘雅君,13762173584,23
黄镇安,18866789338,25
刘雅芳,18619756580,21
林忠翰,18796685349,22
蔡秀娟,13536740857,24
许淑贞,13539248447,18
冯瑞亚,18561249020,22
赖伊茂,13861389697,26
吴家良,13840218982,21
陈玉凤,15963209553,25
林嘉亦,13326782064,26
曹雅晴,13136125335,29
杨子翔,15152395400,18
郑家铭,15140374416,26
杨雅雯,13808469596,29
李宏火,13801990506,22
陈光心,15336148505,24
赖伟铭,15539271202,21
路宛贤,15252932110,23
黄美靖,13226376013,24
邱枝廷,13581954173,25
翁启来,15340238361,18
陈欣睿,13801397083,25
李佩凡,13399029642,26
蒋淑慧,15378685273,24
赵文君,15897483657,23
方芸紫,18816119386,21
袁大钧,18897931682,28
蔡必玲,18683121490,23
陈雅琪,18935559734,19
闵家贤,13808573861,23
张淑娟,15678841786,24
黄俊和,15601291750,19
王香恭,13114993575,23
黄泓隆,18721755780,19
吴明淑,18941747327,26
黄彦绮,13999442978,18
韩以桦,15200488062,27
陈筱海,15353549380,28
许彦君,13375353246,25
沈君祯,18592611063,23
廖家宁,15114534752,27
洪淑俐,15979977277,28
吴洁虹,15289401246,20
洪倩珠,13525533767,27
陆欣怡,13711244066,18
黄政哲,15654816172,26
蔡孟琬,18710617675,28
吴信宏,13305059798,29
张育菁,15186465509,28
姜家荣,18783932097,22
许儒吟,15622989144,27
童家玮,13947008184,20
王哲豪,13524837010,18
张贞慧,18773899573,22
张慧敏,13987796880,24
齐亚绮,15522566017,25
高婉君,18955275314,27
洪彦廷,13106184016,22
蔡惠婷,18549256040,28
张韵念,18733531812,20
吴雅惠,13884680200,21
陈佳友,15688729854,25
杨裕仁,13631747735,21
李淑君,13542490587,23
谢伊婷,18794752324,19
林佩泰,18617058736,27
曾俊杰,13848862098,22
崔佩伟,18921452308,20
黄佳玲,15291879057,21
李茹民,13216968241,20
张慈瑄,18543285459,26
谢文伯,15910258568,24
童逸淳,15994352371,29
张家萱,18883135154,20
陈逸凡,18832888006,19
洪怡萍,15607893634,29
林俊冰,18697124926,29
黄馨士,18859068671,19
陈钰倩,13392484642,28
王亭祥,18889232318,27
张哲龙,13913746346,25
张文勇,18617513129,21
童雅琪,18795232771,18
郭初新,18645676934,27
蔡茜贵,18862057991,18
黄慧吉,13873151214,19
阮琳谦,15554295619,18
王昱圣,15896992118,19
蔡宜珮,13631819966,29
郭常群,15723768743,27
阮素珮,15877682659,27
白英琴,15624328916,29
林欣惟,15806666167,28
吴旻源,15161494019,29
陈雨喜,18823327606,21
刘立宏,18998761365,24
徐平威,15513386266,23
林冠儒,13922499559,27
邱雅筑,15729677141,23
夏尚苹,18970140726,22
张雅志,15615348857,20
黄仲峰,13551216329,28
蔡哲玮,18757799199,29
蔡政诚,15524161614,19
李宜希,18832626837,24
连思婷,18696996566,25
郑凯钧,13129677675,29
林淑伶,15101295086,22
强石柏,13251796254,25
张淑英,18649205782,29
巴火瑶,13454638231,20
许其凯,15549760287,20
蔡政皓,13222526196,18
王志靖,15292812011,20
陈佳玉,13763101570,22
林淑卿,15373197485,24
林婷婷,13574028214,21
戴右儒,18527788452,28
朱诗涵,15338862722,23
曹雅惠,13115548763,23
郭雅苹,13835669733,27
林诗涵,15256941782,19
周文婷,15140326763,26
姚逸妃,15304183354,22
林哲一,15216536705,27
蓝佳琪,18752930262,23
黄彦博,13372573022,22
游雅文,15387294866,23
傅岳琳,13723564545,26
夏宜静,15929307327,19
梁政峰,13303567054,19
李淑琦,13844034366,19
林淑娟,13749958108,24
戴淑婷,15556889517,25
吴旻云,15296966351,27
李冠光,15385193610,20
倪武盛,13810346187,24
陈惠雯,13349729862,22
谢佳纯,13342419579,29
陈玉玲,13420715308,24
陈珮青,13226693141,28
颜幸志,13282545728,20
曹依正,15297459632,28
杨芸智,15161584622,24
林玉亦,13598915457,25
谢伊希,18842734176,21
许湖娥,18888074885,25
简建廷,15379125038,23
林筠宏,18766863791,19
黄添圣,13784990690,22
许淑华,15192096202,18
郭星元,18682608247,21
李秀泉,18944118328,18
刘志明,13512047043,28
廖佳琪,15920589540,24
李宁原,18751931958,20
张进圣,18794930002,24
叶婷玮,15994671811,23
伍明辉,13409790078,29
张博育,15117996456,18
王懿善,15587756270,18
陈雅云,18895165821,27
张佳琪,15749387789,26
周文蕙,13392399715,22
蔡靖雯,15699350612,22
林子瑶,15615629846,28
郭青伟,18506117872,26
林佩君,13129034996,19
庄雅光,15862503020,24
吴雯芸,13351389109,26
谢颖梅,13500772857,25
张嘉慧,15527055795,27
周益义,15526898841,26
卢怡君,13659961302,23
黄家弘,18767956296,28
简彦儒,13749577186,23
陈雅茹,13174827159,27
杨素贞,18883839603,27
杨豪柔,15857237455,27
韩轩豪,13630813187,23
郭俊德,13932483595,29
蔡淑依,18577386644,29
陈于珊,18966866626,23
黄文星,18941031341,22
吴佑诚,13450694791,19
林乃文,13875328472,24
张初蕙,13863697545,20
曹喜木,15794248421,27
沈台宪,15802464388,21
陈枝莲,15312271009,27
陈威瑞,15593465890,26
张义乐,13180499506,21
徐家伟,15941036590,29
蔡佩君,13957450941,20
蔡喜雪,13496058583,24
关怡婷,13939046394,18
陈晋妃,13578099635,22
屈新珠,15208552199,27
张玮荣,13756966389,18
廖俊谚,13662269179,26
邓意婷,15714697360,19
林杰廷,15982252716,25
周俊凯,18614642513,19
刘均君,15882849225,23
陈玉圣,15609769281,18
陈佳名,13193339351,20
林裕仁,15331730788,20
林文宏,18802814242,21
李心怡,15972717529,28
李欣怡,15879122239,19
林政哲,15615357308,27
胡淑萍,13889840508,26
陈柏盈,15291921394,19
黄宇翔,18570443798,26
吴惠珍,13468551284,19
陈宥任,18996394688,21
张毓伦,13395592886,28
廖紫仁,13165433597,25
陈靖如,18552260315,27
谢雅婷,15677971078,19
陈彦劭,13209879845,29
郑淑芳,15733216771,23
黄紫全,13492672343,27
陈佳云,15745374353,23
侯姿吟,15810141769,28
童喜恭,15673980153,26
林政儒,18872516109,18
黄启凯,15917228281,27
游辛男,18642121750,22
萧佩名,15785628789,24
吴芸柔,15541652125,22
谢靖谦,18952288357,20
冯浩定,18848023601,21
杨婷弘,18852282630,28
叶博文,18976285461,22
黄智儒,18580813257,24
林宜幸,13223241190,19
钱佩俊,13195950190,26
张雅依,15341812489,24
蔡韦志,15151733493,23
陈惠苹,13420009723,20
郑绮凤,15237217713,27
艾怡伶,15985546631,27
林建良,13708560214,22
高明宪,18715174365,29
刘旺儒,18979213754,26
王呈青,13158743030,25
方瑞义,15107941968,24
张金睿,13386986117,28
孙朝盛,18665858047,28
谢承翰,15955864727,28
陈长季,18967112891,20
张淑威,13805448478,23
李正伟,18880668711,18
黄嘉瑜,13462382353,22
张韵诚,13860361132,23
陈怡君,18640397862,25
柯协杰,15255121576,23
曹美君,18997532484,25
朱宛昌,13394160159,24
昝淑婷,15562289346,29
郭家荣,13168621550,26
谢怡婷,15874847233,29
吴宏琴,13359076233,24
强立火,13753201083,18
吴秉启,13761040525,25
苏予宁,18987651515,24
陈敏燕,18728522858,28
吴廷雨,18726849483,20
陈淑君,13777869170,26
郭俊男,13843827728,19
曾泰松,13525307248,22
许佳容,13551406591,19
陈俊白,15354522162,29
陈昱乐,13657632556,18
刘淑娥,13928716489,20
邱雅芳,15705605681,19
刘清正,15955832503,27
黄宇财,18544671567,19
连婉菁,18808289251,24
余宜蓁,15149887351,20
黄佩怡,15904613755,25
冯志豪,13672119493,26
陈力毓,18558182851,19
陈静芸,13412832513,25
唐玉婷,13173328804,21
辛民侑,15651538724,20
王慈汉,15548482976,21
叶雅玲,13931206739,20
杨秋萍,13611005159,28
叶佳慧,13795291473,25
谢蓉隆,15389252345,22
谢柏毅,13570443249,18
张伟诚,18928385330,25
黄绮珊,15660205561,24
苏圣杰,15325459799,28
林柏娟,13377807752,26
李怡静,13884333941,23
辛景翔,15696780197,19
娄冠宇,13581636336,29
刘秀娟,13557739661,20
蔡智仁,18549366999,19
林雅芬,13413353556,19
林君来,18563062285,21
陈怡臻,13829199031,28
张怡奇,15947165937,21
袁玫昌,18977489215,29
邓筱婷,13894079714,28
余盈君,15274616049,29
李莹任,15127267059,26
钟辛修,15909304567,28
郑凯礼,15649945550,19
林玮怡,18736017746,29
陈淑君,13358292060,23
顾雅惠,18715540606,25
宋惠玲,13268660941,24
林信宏,13292878076,29
李秀慧,15260545856,18
梁俊良,18834245421,27
赖宛玲,13596107556,23
陈怡伶,15954824087,26
王姵绿,13470988366,23
刘美惠,18771638037,25
侯仁嘉,13638937130,21
陈彦芳,18553513653,26
赖耀德,13790347993,19
张俊明,13782970417,21
周柏郁,13414910835,25
陈孟伦,15665758813,28
朱怡婷,13835246739,28
尹泓华,18818464736,19
朱吟柏,15944440442,26
林俊萍,15884463366,29
蔡美颖,13142857723,28
何宛真,13290971904,20
陈慧坤,13670161528,20
许雅全,13212872479,18
赖雅文,13196586866,29
杜俊德,13189442693,28
朱佳欣,15850082919,19
唐筠茂,18827519333,29
黄靖美,13826661926,19
刘雅原,18929051347,18
何伯富,13874248503,24
李家莹,13837523433,19
王天民,13998279397,18
林家弘,13278388007,22
连康宪,15196526013,18
许惠俊,13118740246,19
林家江,15193178108,18
李淑美,15115450458,27
李淑羽,15322220146,19
张盛贞,15611319215,19
冯佳宏,15176458750,22
陈智伟,13396898309,28
张力淳,15538851469,22
黄郁惟,15845131059,18
毛志伟,18548287912,24
叶淑芬,15321428397,26
刘子慧,15635712100,25
叶政儒,13546011104,28
叶阳水,13196873103,20
丁美君,13413077047,21
杭佳弘,15296439744,26
黄萱琇,13804133735,22
周怡梅,18816775782,22
王雅筑,15152612750,18
涂智尧,13161122170,22
杨薇爱,15827979098,22
曾冠宇,13471245745,27
张静怡,13740946398,18
强骏宜,15805603217,22
李珮霖,18540465700,25
洪伟文,13872992998,23
陈幼颖,15681142198,24
林玮伦,15668638476,21
姚奕翔,15214993840,20
林佳湖,18695211493,26
林建辉,13259722528,25
周新秀,15913739797,19
陈韦志,13702994791,25
陈冠志,18996351847,29
林裕仁,13760293663,25
阙协兴,13262155672,18
杨安琪,13869821696,22
吴伊婷,15292057865,27
王昆霖,15557330697,23
谢峻容,18621602955,29
徐佩君,15383805757,19
荣嘉妤,15316697331,22
李又宜,15592816995,22
李舒华,15231862464,19
李宗霞,13814902289,21
王志鸿,13107394020,25
常哲燕,13680811130,21
许佳纯,18690219249,19
涂雅雯,13967649990,24
李珮明,18887592932,21
李希季,13737203407,23
钱雅芳,18579076331,18
蔡亦淑,13459798867,23
刘恩亚,15765930136,28
陈永海,13664259637,21
潘长菁,13575325388,22
蔡美书,13515609034,19
冯伟伦,15264277618,24
张俊吉,13854586942,29
杨盈秀,18513347716,24
侯家荣,13173461640,19
黄皓瑄,18669186283,27
林怡雯,18924995508,24
许庆松,15225036613,18
张嘉珍,15155998949,26
蔡俊玮,15680325109,28
施惠玲,18758392567,18
吴钰君,13521130832,19
杨湘伯,13427651420,19
郑宜珊,18875140358,28
刘逸群,13981227569,28
蔡亦秀,13904714677,22
张轩爱,13332072406,26
曹惠雯,13797673131,29
王庆怡,15558875790,26
陈嘉文,15188947937,22
方庆云,15598440821,24
吴振豪,15983820203,19
毛香芸,13339739856,29
林建星,13689484446,26
江诚琇,18972944873,21
陈家伟,13265530327,24
许家慧,13968298331,23
黄雅珊,13609994561,27
刘必顺,15545286637,22
陈怡婷,18602076770,26
蔡人意,13305532754,21
林美谕,15647614550,29
朱美君,13236576453,25
蔡妤竹,18826973600,27
林明福,13285290634,28
毛予绍,13190205784,21
罗财瑶,13412445028,23
赖静昀,13218895809,29
林兆贵,15771973507,25
杨宪翰,18965368018,21
陈怡伶,13658005695,19
李承珍,13619964994,25
黄宜珊,15702440183,25
林惠珍,13298023314,28
杨家齐,13234762487,28
邓淑青,18872867392,23
郑淑芬,15648502257,28
陈国宁,18508047119,23
黄思涵,15581498851,28
陈圣文,13564148019,21
张政廷,18999241406,27
胡智超,18769797424,18
潘立伟,15334973535,20
邱建彰,13528308863,26
林爱妤,13436818840,28
伏育玮,18534242289,18
杨定娥,13804459218,18
王法山,18623477749,20
许俊彦,13294112863,19
黄晋竹,15164339430,21
黄群一,15298861739,25
黄淑君,15577417917,25
陈建龙,13665332319,29
杨彦璋,18873174968,21
罗孟琴,13384447307,23
李怡臻,15141112796,21
蒋郁意,13220514905,18
姜东中,15286239205,24
张慧敏,13457671514,20
杭惠珊,18748238740,26
张映茂,13410281453,22
黄玉琪,15879374476,20
黄建嘉,13977610960,29
黄宝德,18946219137,24
张玉任,13843122718,23
叶志鸿,15978098872,25
张慧娟,15582269293,20
赖建宏,13487635367,28
郑宛贤,13291056865,20
林承意,15339626137,24
王群蕙,13533012605,27
许木麟,15769331845,21
许佑霖,18727909994,29
陈文贤,15518286038,21
许泓伯,15693447420,24
何淑娟,13865343941,22
郑裕仁,15393518203,24
温峻智,15273016369,29
明振盈,15604162616,23
钱珊皓,15335587193,18
邱雅筑,13301753462,26
白美惠,15971714749,28
赵宛君,18993446565,27
黄宜欣,15684359672,25
吴青昌,18767187787,23
谢怡文,13464407908,27
林冠伶,13578035033,20
黄凯新,18763135889,29
赖怡婷,15823587863,18
林协青,18964250846,22
柯佳欣,13492146779,19
陈慧琳,13348667559,18
谢得琪,18905658167,18
萧白惟,15377553527,20
张永筠,18676138471,28
张茹婷,15114676878,25
刘治柏,13490925597,23
李孟涵,13327197624,29
曹华峰,15885979379,29
夏圣桂,15826406705,29
吴家弘,15624841079,28
陈怡菁,13691513824,26
孙千顺,13334832629,24
王坚花,13143217021,25
温信虹,13541319564,18
裴怡婷,13951306742,29
蔡佩颖,18662458684,28
陈淑宣,13484640932,24
曹雅芬,13813814622,27
阮孟勋,15598452047,18
陈意依,13766969452,27
林光羽,15343586610,28
林秀娟,13721934096,27
王慧玲,15902921580,24
林玉士,15265269034,23
刘家念,15523221430,26
蔡孟吉,13576707948,28
陈宁安,15648443374,28
王美娟,15194997606,21
李佩冰,13572453950,28
权俊廷,13346722234,22
刘嘉鸿,15388802461,28
赵柏乐,13360371317,24
何协伦,15505455838,23
庾夙江,15605341889,29
赖英琦,13317729565,24
陈怡雯,15860980716,19
赖易骏,15110169197,22
李郁婷,13429302563,23
张健琳,15826718666,23
卢镇珍,18643303841,20
赵宜良,18756029560,25
杨名桦,13965778697,24
陈慧妤,18789559897,19
刘婉玲,15213235129,27
吴明芸,13111584461,20
黄玮婷,13669327950,21
蔡孟倩,13592057894,18
陈嘉辛,15229524447,19
林君绍,13555970339,19
高彦宏,18634078568,28
金采湖,13273482313,29
冯俊宏,15926870104,26
王刚行,13656154716,28
冯怡伶,15238809766,19
翁羽安,15351593020,19
文星霖,18811731218,20
张明舜,15962437419,22
林育儒,15925107575,21
王蓉伶,15305102664,19
冯世妃,13476740268,28
杨舒宁,15237898674,20
张玮辛,13634664408,23
骆汉春,18619355123,27
白国茜,18880836563,22
蔡俊宏,18720036925,29
潘友乐,13692217311,28
王子佳,18969228158,23
黄怡明,15853222563,18
乐志伟,15563200570,24
陈政勋,18595452135,25
曹尚鸿,13943734754,29
赵志文,13352209725,26
胡建佑,15211653793,20
杨琪瑶,15250806310,19
刘静雯,13212394485,20
袁琬茹,18851753860,21
陈宛洁,18846724928,21
杨文海,15724208604,23
骆淑梅,13879830815,24
陈玉玲,13408957038,28
王姿勇,18962819912,26
简玉婷,13293807791,18
黄筱杰,15107168867,27
陈健香,15866240928,19
洪品顺,15511040676,26
徐惠昆,13606483483,29
李雅慧,15253918708,21
陈孟颖,13244785147,24
陈虹皓,13134641671,24
陈呈江,13843225676,26
姜芳瑜,13166638810,20
赖昀威,15825457412,29
吴台刚,13543430619,19
刘美娟,15199677751,19
林峻雯,15922663302,26
陈建启,18845617258,27
杨家源,15388228584,18
刘尚佳,13545091952,20
林于花,13960240819,25
杨晓雯,13401724143,29
谢力郁,15109385706,18
陈建德,15957344644,26
黄佳怡,18979872818,18
张玮喜,15744324268,20
黄丽名,13570150607,21
涂右谕,18777164135,29
马月泉,13685919608,22
阮培祯,18874213726,25
陈韵安,15154653984,19
陈雅顺,18916871457,28
郑彦廷,13786897913,29
喻琇韵,15300094553,24
黄郁雪,13858620850,27
安丽君,18588528397,23
姜惠玲,18737889523,22
夏孟儒,13305540308,23
张维妤,18542150668,24
张侑欣,13846438586,19
赖伟智,13796337659,25
毛竹霖,13611123755,21
林韦梦,15507616517,29
杜巧清,18716734949,21
杨丽靖,15192845613,27
陈秀娟,15272273317,22
陈昭宪,13316586188,25
陈镇茹,15872443542,18
陈芷乐,15894300674,28
陈得中,13147909007,19
陈昭吟,15809917764,18
杨于义,15817777973,23
黄惠伶,15662283650,23
林佩毓,15107033187,19
张淑依,13990970809,22
王琼梦,13416680128,27
张建宏,13470594565,18
林雅筑,15611785123,25
蔡得轩,18813292514,20
蔡雅惠,18533373263,22
曾建玮,15676976599,19
赖怡靖,15277133279,20
毛欣瑜,15692527805,28
林姿莹,13330303748,21
李明春,15544616988,21
张志任,13458708707,26
钱家琦,15137131054,27
吴慧治,15353067400,23
刘郁紫,13108568989,26
杨雅恩,15588729566,21
陈建吉,13498208641,28
吴孝洁,18829470297,25
姚淑芬,18693636990,27
林政宏,15313605116,21
刘旭璇,13602673585,22
邱秀娟,13748127347,28
郭浩兴,18890666049,26
甄智欣,15605374713,20
王宜臻,15552299534,29
蔡毓雄,15506783809,21
杨惠湖,15645869910,28
蔡坚修,15622064475,25
张素贤,15172625026,25
倪人芸,15194519901,20
张子芸,15348638772,20
吴怡如,15171799698,28
黄劭映,15765964746,26
刘彦臻,15197702839,26
刘淳翰,13958319434,29
陈永琇,15780369456,27
郭俊颖,13736053954,20
郑佳颖,13684876428,25
王明梅,13681749834,26
蔡怡芳,13682270880,26
杨台成,18750964051,24
黄初清,13925967352,22
黄山民,15761195676,29
李国勇,15841500185,23
叶雪顺,15276974041,26
杨子轩,13987357708,26
庾莉洁,18956541380,27
黄俊毅,18667574485,22
胡永升,13745259529,22
赵以雅,13231202281,18
杜琼慧,15978133925,23
张雅启,15235965511,29
陈士木,13556815479,25
涂信宏,18967716009,19
陈庭谦,15686459296,29
胡承梅,15644154322,28
林志平,13512440335,29
王文桦,13291724195,24
陈柔云,18863736367,19
刘淑花,13905378044,21
谢水火,13599579477,24
张雅如,13631285282,25
刘子云,13951665630,24
王玮婷,13832783871,29
罗志杰,18768346557,18
郑又全,18847411128,19
谢和奇,15367830569,28
叶佩玲,15624886401,19
叶姿雄,18718600760,28
陈奕筠,13960630591,26
俞旭洁,13918724383,19
郑雅强,18694347640,18
阮心怡,18784083887,25
陈明翰,13357569613,28
经雅婷,15140191206,24
简婉如,15837486061,22
刘志豪,15340069665,20
李佳莹,15760708913,25
王维伦,15717850050,26
林家华,13877836723,20
潘峻虹,15303799314,19
王振泰,13176193209,20
沈文彦,13480999695,19
林宜欣,18629614964,23
陈佳蓉,13997160821,29
夏智钧,13310333610,27
魏淑梅,13377705915,18
伍玉珊,18859022855,28
陈秀娟,13552029596,19
林威宇,13230926281,19
蔡宜妤,13274815342,28
许玉凤,13606721415,27
陈君启,13130604861,21
林静乐,13271162090,27
张薇茹,18996180116,25
吕佳欣,13118229810,20
江静怡,13735643946,18
井惠珍,13578109149,26
陈钰中,15110623426,23
蔡承瑜,15856239538,25
吴佳梅,13356406078,28
苏湖富,18833121840,25
谢佩廷,15210618029,26
韩维哲,15290863867,22
韩韦萍,18593001157,20
许雯玟,18731393609,25
郑良季,15100315152,29
陈涵纯,13761065458,23
梁佳颖,15147967074,29
刘建宇,15554494884,26
侯心怡,13510609552,19
黎鸿淑,18670022104,25
黄姿妤,18523815496,28
李彦琬,15686272800,18
王淑君,18564814914,28
曾立伟,18733797345,25
周威任,18538717983,19
毛凤生,18808962998,22
林雅琳,15821300928,25
冯雅君,15876299431,23
陈俊仪,18635079522,23
张景志,18977263994,28
林彦钰,13370270979,26
黄建志,18635841596,21
施俊逸,13917537686,22
冯欣怡,18520225060,24
王佩桦,18587065831,29
倪协宣,18760437980,26
阮台依,15577979441,21
王佳慧,18822312117,26
程家维,15680828749,20
邱婷婷,13879759757,24
萧雅亦,15362951085,21
范育德,15806780090,29
苏子扬,15641362289,23
吴家菱,13177525896,25
林雅威,13341097757,21
骆圣杰,15783433682,27
卢凯帆,13896414349,28
叶惠美,15879216122,20
曾均珊,18610087557,28
吕长帆,18726574259,22
陈宏学,18644589836,20
黄士勋,15104294148,24
李淑惠,15310039146,21
柳儒茜,15133065492,28
吴洁政,15756653113,22
王大靖,18763284588,27
黄建彰,15579942847,22
林燕枝,15572362828,25
柳俊蓁,15533363576,26
李明汉,15578922991,20
陈妤峰,18678621953,29
彭宜洁,15549641258,22
吴文珍,15392871977,26
叶志嘉,13344567386,18
陈诗雅,15158131649,24
曹信宏,18634722721,20
黄宛玲,15764552139,26
张舒娥,18522641125,25
林俊琬,13727050521,27
钱诚康,15823071551,26
李佳桦,15809939470,28
林贤任,13963031689,22
黄珮瑜,15104864122,18
洪秀娟,13320867047,22
林雅文,15697825069,20
郭淑娟,15591592855,28
黄淑华,15291218681,25
陈子欣,13782136332,20
王毓莲,15131652529,23
林昱一,15891653550,29
黄冠意,15536598647,28
孙碧璇,18937165678,29
冯容圣,13795631245,25
邱璇任,15715815809,24
崔建安,13626829948,21
蔡恭德,15964419845,23
林白玮,15359458925,28
骆乔瑞,18795776169,21
许家凯,13771096091,18
邓季仪,15688082861,21
曾辰勋,13403852464,25
吴诗涵,18702198977,27
王淑梅,15929744345,18
郭佳慧,18771236118,23
张思涵,15835967387,27
李名祯,15511726478,18
余哲维,13751410472,24
方佑添,15506993325,20
张永修,13171432994,21
萧宜沛,15314729151,21
翁淑珍,15391861300,28
宋欣桦,18661973455,26
王淑娟,15111645551,29
萧建辉,15288860438,27
利鸿依,18850137483,26
林俊杰,15344137069,28
郑淑群,15585389759,21
谢芳如,13157141092,21
郭轩绿,15992886380,28
宗上芷,18516454533,22
陈凯辉,13661015905,24
刘成育,13126013326,29
金茹季,13778861330,20
巫皓法,18733872869,25
吴劭骏,15132690052,19
崔轩映,18527531540,18
吴玮伦,18808147333,29
刘定怡,13457346633,29
郑怡婷,15778644024,26
洪子轩,15582315799,29
阮思珊,18889131857,26
刘淑芬,13863284448,22
黄怡刚,18929346230,25
郑俊达,18735287524,25
陈柏昆,13228040500,27
陈昱绍,13336092189,27
赖怡君,18938114084,18
赵英季,13201619405,24
吴侑秋,13436637038,23
陈诗纶,13918114203,22
孙佳琪,13589222447,22
张真依,13447729137,23
马忠舜,15596646195,23
陈珍杰,13932964596,22
潘亚圣,13544565629,19
姚岳康,18614195561,27
傅家慧,13744196501,24
陈宏达,15560745355,26
陈兴珊,13499475905,29
卢芳瑜,13811013607,25
茅星柔,15367904396,20
宋静宜,13180300530,19
杨惠云,15972047962,26
陈俊婷,15743002857,18
黄曜宇,13131190959,26
林幸奇,18701363171,25
陈雯伦,13186027661,28
陈旺岳,13387745409,29
吴冠宏,13848824217,29
蔡彦廷,13561695642,22
吴冠中,15126812487,27
宋信礼,13258823557,23
李秋群,13407671481,22
宋志强,13909787472,21
王季强,18883659630,23
黄冠凯,13245696145,18
涂威廷,13871036880,27
